Pitcher,PitcherTeam,Overall_StuffPlus,Overall_WhiffPlus,Overall_CalledStrikePlus,Overall_wOBACONPlus,Overall_PitchingPlus,Overall_PitchingWhiffPlus,Overall_PitchingCalledStrikePlus,Overall_PitchingwOBACONPlus,Total_Pitches,Num_Pitch_Types,Avg_Velocity,Avg_Extension
Josh Fernald,JUD,106.6,117.0,80.9,104.1,95.7,99.3,97.3,92.6,53,5,84.8,5.7
Rickey Reeth,NOT_IRI,106.6,107.0,94.6,107.7,109.7,110.0,102.6,110.3,630,9,85.6,5.7
Reese Lumpkin,MIA_HUR,106.6,103.4,98.0,114.5,113.7,105.1,106.0,109.5,661,6,86.8,5.7
Broden Palmer,VCU_RAM,106.6,102.8,98.5,110.8,95.1,91.5,88.3,100.5,221,7,86.5,6.0
Bauer Burkart,MAR_THU,106.6,102.9,110.2,78.7,106.7,110.0,94.4,83.8,117,5,86.3,5.6
Eric Orloff,ARI_WIL,106.6,109.2,94.0,99.9,115.5,109.1,113.9,110.7,172,4,83.6,5.9
Alec Bouchard,WOF_TER,106.6,111.8,93.3,94.8,113.9,113.6,102.0,93.8,618,5,86.6,5.3
Tate Hess,LOU_CAJ,106.6,109.7,90.8,93.0,112.8,112.3,104.2,105.0,831,8,85.9,6.3
Yates Bland,CIT_BUL,106.6,108.1,97.6,98.8,104.0,102.9,104.8,100.2,655,8,84.6,5.8
Sam Murchison,UNC_SPA,106.6,110.9,90.1,85.0,107.1,115.6,88.6,86.2,1345,7,84.9,5.8
Jack Potteiger,EIU_PAN,106.6,100.6,108.7,105.2,97.7,97.4,99.2,109.1,209,6,86.3,6.7
Mateo Gray,UCF_KNI,106.6,112.2,85.2,103.2,120.2,121.8,94.7,117.2,55,6,84.3,5.6
Niko Janssens,FLA_GAT,106.6,102.2,106.7,111.3,93.9,93.1,100.1,96.7,128,5,86.1,5.6
Jaden Kinsler,JMU_DUK,106.6,106.6,97.7,93.8,100.4,106.3,90.3,108.6,298,6,86.3,5.1
Mychal Grogan,WRI_RAI,106.6,99.6,104.9,115.6,104.1,93.6,113.5,107.9,502,6,86.9,5.2
Lleyton Grubich,CAM_CAM,106.6,102.9,98.6,105.0,99.9,100.8,96.3,108.8,647,8,87.2,6.2
Lincoln Sheffield,KAN_WIL,106.6,114.8,87.7,102.6,113.3,117.2,101.1,105.9,1072,6,82.8,5.2
Christian Torres,USC_UPS,106.5,105.3,102.4,91.9,112.7,107.9,111.0,101.5,924,8,84.3,5.2
Kannon Carr,KAN_JAY,106.5,106.2,110.8,95.3,116.0,110.5,119.9,101.0,861,8,85.6,5.1
Vincent Mariella,SBU_SEA,106.5,88.0,118.3,122.3,91.8,90.9,88.3,112.1,89,6,87.4,6.2
Jacob Haley,SAL_JAG,106.5,107.5,98.0,109.0,93.4,92.4,96.6,89.9,148,9,87.8,6.5
Elian Balmaceda,STE_LUM,106.5,101.3,114.3,83.7,106.5,105.9,101.6,87.6,199,5,85.4,6.2
Brendin Oliver,CIN_BEA,106.5,102.6,106.6,107.1,97.2,104.4,92.1,103.0,223,7,85.4,6.0
Alex Hernandez,GIT_YEL,106.5,120.1,70.0,108.5,104.7,108.5,91.6,108.8,105,6,85.1,6.0
Raymond Ladd,RAD_HIG,106.5,108.5,92.2,100.8,116.6,116.0,107.3,99.6,215,6,86.5,7.3
Aidan Weaver,DUK_BLU,106.5,106.0,91.4,103.6,106.7,107.2,98.3,102.5,279,5,91.1,6.7
Alexander Sanderson,USC_UPS,106.5,103.0,115.1,97.1,103.3,102.7,104.8,100.2,375,7,84.3,5.3
Michael Yusypchuk,MIS_BEA,106.5,107.2,97.8,92.1,110.4,107.3,104.0,92.0,794,6,84.7,5.7
Andrew Hardin,TAR_TEX,106.5,100.7,118.4,83.3,97.3,96.9,108.3,85.0,225,7,83.7,6.0
Ayden Tran,DAY_FLY,106.5,108.0,95.1,100.1,82.9,87.5,91.2,105.1,41,4,84.3,6.8
Angelo Cabral,UTR_VAQ,106.5,102.4,102.0,94.3,113.9,103.5,116.1,97.9,73,3,86.5,5.3
Tyler Murphy,FAU_OWL,106.5,108.1,103.7,92.9,109.9,108.2,107.1,103.3,328,5,88.1,5.1
Andrew Cheripka,MSM_MTN,106.5,95.4,100.8,115.0,92.4,94.6,90.3,112.7,149,4,81.8,6.1
Zach Todd,DAL_PAT,106.5,106.2,105.5,94.5,112.8,111.6,101.9,96.2,303,8,87.0,6.4
Dayne Pengelly,MEX_LOB,106.5,98.3,106.4,115.4,103.3,99.6,98.4,102.4,643,6,89.0,5.9
Drew Blake,OKL_COW,106.5,108.9,82.0,106.3,108.8,118.4,84.4,114.7,349,10,87.3,5.7
Chance Fitzgerald,CLE_TIG,106.5,107.6,95.4,96.1,111.1,111.1,103.5,107.4,397,6,88.2,5.5
Alezeah Gutierrez,ANG_STA,106.5,104.9,89.0,88.1,121.3,122.4,95.1,90.2,77,3,86.8,4.9
Logan Piper,CAL_BEA,106.5,104.7,94.6,98.8,104.2,103.8,99.2,95.2,594,8,83.7,5.4
Will Larson,ALA_HOR,106.5,95.5,112.4,87.6,92.1,91.4,102.9,93.0,132,5,88.0,5.5
Dalton Neuschwander,WES_FLO5,106.5,104.8,99.1,108.3,113.4,106.1,114.7,104.9,100,4,87.7,5.9
Cal Barna,NCA_BUL,106.5,100.8,110.5,100.0,76.0,95.2,64.3,83.4,123,5,89.2,5.4
Nik Copenhaver,OSU_BUC,106.5,102.0,106.6,106.8,101.8,103.1,100.1,109.3,558,6,84.1,6.2
Trevor Busyn,CEN_MIC,106.4,100.9,98.8,125.8,69.8,81.4,69.1,98.5,21,3,86.2,5.7
Dalton Boruff,EIU_PAN,106.4,104.8,97.6,79.9,103.5,101.9,104.9,96.5,458,7,86.6,5.3
Jonathan Gonzalez,STE_HAT,106.4,114.7,89.2,117.4,109.8,115.1,96.7,123.3,801,6,83.1,5.8
Ben Benoit,IlI_SPR,106.4,101.1,101.1,116.6,112.8,105.8,110.7,111.7,81,4,84.6,5.4
Jerek Hobb,GAR_RUN,106.4,96.7,128.3,102.8,98.2,100.3,98.6,101.6,312,10,83.7,5.3
Kide Adetuyi,FAU_OWL,106.4,108.0,97.9,114.3,114.6,107.3,114.5,113.2,79,5,83.9,6.7
Brett Dietrich,AKR_ZIP,106.4,99.6,110.2,110.3,99.7,96.2,97.6,122.3,234,6,83.4,5.8
Gavyn Seitz,GEO_COL1,106.4,103.7,98.8,90.2,77.0,97.4,71.9,65.6,36,4,85.5,6.1
Fernando Palencia,SAN_TOR,106.4,103.3,111.1,102.6,104.7,99.5,110.6,93.5,388,6,87.9,5.0
Anthony Tejada,UTR_VAQ,106.4,101.9,103.2,90.8,99.3,105.9,84.4,92.0,209,7,88.8,5.7
Ethan Calder,BAY_BEA,106.4,105.4,98.3,100.4,114.1,108.4,108.4,107.3,1057,6,82.7,5.8
Jared Schaeffer,AKR_ZIP,106.4,111.1,92.9,95.6,113.8,114.4,107.1,104.4,1029,6,84.4,5.5
Aidan Haynes,ULM_WAR,106.4,98.5,110.9,117.9,97.4,96.0,98.5,107.6,334,5,86.3,5.8
Caleb Jones,SOU_GAM,106.4,103.2,110.6,86.6,108.4,108.4,105.8,92.7,233,3,87.7,6.1
Dillon DeSpain,Gol_W,106.4,100.4,94.6,87.9,81.3,89.3,92.2,99.1,38,4,90.7,5.5
Nathan Hawley,VIR_KEY,106.4,87.9,112.7,124.4,101.8,90.7,102.3,109.2,601,10,83.3,6.1
Tanner Douglas,ORE_BEA,106.4,102.5,111.9,106.8,100.1,103.2,97.6,108.5,267,5,83.9,6.2
Joe Castrichini,LON_LAN,106.4,100.6,109.9,93.1,99.8,100.5,101.7,98.9,597,7,83.6,5.5
Nolan Stevens,MSU_BDG,106.4,96.6,112.0,83.0,101.6,73.7,151.1,108.4,4,1,87.4,7.2
Tristan Curless,ETS_BUC,106.4,102.9,101.0,93.7,105.7,105.5,94.6,97.1,163,5,83.7,6.1
Bobby Olsen,VIL_WIL,106.4,112.4,82.2,119.5,108.9,106.4,102.0,103.6,997,9,86.3,6.0
Blaine Zeplin,STE_LUM,106.4,106.2,103.9,89.9,93.6,95.4,97.1,94.5,87,4,85.4,6.1
Landon Waugh,MOR_EAG,106.4,101.7,110.0,107.4,95.5,99.6,97.8,108.4,483,7,84.9,5.5
Austin Tommasini,SAM_BUL,106.3,101.5,113.8,90.6,100.1,101.0,104.0,83.8,199,7,86.2,5.3
Joey Colucci,VIR_CAV,106.3,97.7,106.5,114.5,111.3,98.1,111.3,113.1,287,8,87.6,6.0
Brayden Lawrence,MER_BEA,106.3,97.3,105.2,91.6,96.0,97.5,98.3,106.8,62,3,84.3,6.3
Dominick Reid,ABI_WIL,106.3,113.3,81.5,100.6,113.2,112.4,100.6,106.7,914,7,87.7,6.8
Caden Richardson,WEA_WEA,106.3,124.0,77.5,113.6,109.4,106.9,99.6,93.8,15,3,86.9,5.0
Kaden Kiser,VAL_CRU,106.3,98.4,118.5,98.4,92.1,102.1,81.8,83.6,125,6,83.3,6.2
Sergio Lopez,MCN_COW,106.3,105.1,98.8,89.4,110.4,109.7,94.0,91.1,468,4,89.2,5.8
Tyler Hawkins,BUC_BIS,106.3,101.1,104.3,98.1,102.7,102.3,101.6,92.1,91,4,83.1,6.0
Connor Mattison,GRA_CAN,106.3,112.5,95.4,99.2,118.9,109.9,123.1,109.2,152,5,83.0,6.1
Grayson Murry,BAY_BEA,106.3,92.4,120.7,110.0,111.1,95.6,123.3,112.9,342,9,82.9,5.6
Ryan Porter,COR_BRE,106.3,105.6,102.7,98.5,88.9,97.3,91.2,101.1,151,5,85.3,6.2
Oliver Giel,IOW_CEN,106.3,107.1,99.4,76.5,90.3,102.0,80.8,80.3,40,3,86.4,6.8
Dylan Stewart,PEP_WAV,106.3,103.3,98.6,90.6,105.2,103.5,101.2,93.5,728,4,84.2,6.5
Cory Hagood,UNI_ALA,106.3,98.2,97.5,77.3,101.7,101.2,99.3,55.5,36,3,80.0,5.6
Hayden Smith,KEN_WIL,106.3,112.2,85.0,103.0,105.3,105.9,98.4,98.2,149,6,84.2,5.6
Jace Szaflarski,LOC_HAV,106.3,114.9,88.9,90.7,123.0,139.4,94.4,128.3,14,3,83.3,6.1
Carson Lane,UNL_REB,106.3,105.3,94.4,93.1,107.3,108.4,89.7,93.4,941,8,88.7,6.4
David Vizcaino,CAL_LAN,106.3,110.0,96.0,99.0,109.3,110.9,102.1,98.0,451,5,86.1,6.5
Jackson Reed,AUB_UNI,106.3,122.9,58.8,80.6,106.0,139.9,68.0,84.2,38,5,82.2,4.9
Brady Bowen,LOY_UNI,106.3,113.5,81.5,95.8,102.8,109.7,87.1,102.6,123,5,86.3,5.9
Will Girardi,LEN_BEA,106.3,103.3,99.3,101.0,106.4,107.2,97.4,108.6,652,8,86.5,5.5
Ryan Borberg,DAL_PAT,106.3,115.0,73.9,113.6,110.7,109.5,100.2,112.4,1047,8,86.6,5.8
Jaxon Lucas,NOR_WOL,106.3,106.9,102.1,94.5,106.0,103.2,107.9,100.1,308,5,84.5,6.0
Tyler Charlton,MIS_BEA,106.2,105.6,100.4,91.3,111.8,113.0,96.0,90.7,696,6,82.9,5.9
Brendon Bennett,CLE_TIG,106.2,100.6,105.9,111.6,100.2,95.7,105.4,97.2,113,5,86.1,5.6
Henry Prindl,CRE_BLU,106.2,105.0,100.8,86.8,105.0,106.1,104.8,99.8,162,4,85.0,6.2
Wiley Hartley,UCF_KNI,106.2,105.7,100.0,76.6,104.3,108.0,97.5,85.1,663,3,87.3,5.4
Chase Herrell,OSU_BUC,106.2,104.2,95.2,92.0,106.7,106.1,95.7,85.6,435,7,85.2,6.3
David Walker,BRY_COL,106.2,115.5,91.1,92.6,94.1,114.5,74.7,99.5,64,5,82.2,5.2
Sam Rambajan,CON_UNI2,106.2,108.1,95.1,93.9,90.9,92.0,101.6,75.2,41,3,86.3,5.6
JT Raab,GEO_HOY,106.2,106.5,102.5,85.6,111.8,106.6,108.7,84.7,536,7,83.7,6.2
Braydon Kersey,MER_BEA,106.2,104.1,100.0,96.2,106.8,107.4,98.6,100.9,670,7,89.4,6.1
Hank Howard,GAL_WCS,106.2,100.6,124.2,82.5,93.7,112.8,95.2,71.7,17,4,82.7,5.9
Blake Rogers,TCU_HFG,106.2,115.6,69.5,113.9,121.1,142.0,85.8,127.4,15,3,85.5,5.2
Ryan Reyerson,FLO_PAN,106.2,105.4,98.5,88.9,109.3,108.7,107.7,95.7,104,4,86.1,5.5
Isaac Fix,DAV_WIL,106.2,109.9,81.2,110.0,106.5,112.8,87.7,114.5,786,10,85.2,5.5
Brody Roe,KAN_WIL,106.2,96.0,105.8,112.9,107.5,100.5,101.6,108.3,133,6,87.1,5.6
Olvis Genao,SOU_UNI,106.2,106.9,98.2,84.3,107.0,102.3,112.7,97.4,244,3,82.5,4.9
Jack Tobin,IlI_SPR,106.2,109.0,80.5,97.5,102.5,112.8,79.9,88.5,43,3,88.8,6.1
Tristan Dietrich,FLO_PAN,106.2,109.9,83.4,108.0,95.4,97.8,92.5,102.8,255,8,86.1,5.7
Luke Ridley,OLD_MON,106.2,102.5,113.8,86.1,101.6,104.4,101.6,83.5,154,7,83.0,5.7
John Costa,NOF_OSP,106.2,106.4,99.8,86.2,108.6,112.8,98.8,96.7,29,3,86.1,5.4
Dylan McCarthy,GEO_PAT,106.2,120.5,85.6,110.1,109.5,108.6,100.0,91.6,21,2,83.3,6.2
Tommy Martin,MAI_BLA,106.1,105.0,100.6,90.4,103.3,101.5,102.7,96.2,198,5,83.4,5.7
Gianluca Shinn,TCU_HFG,106.1,102.3,114.6,95.5,100.7,101.8,108.0,96.5,226,4,85.9,4.6
Brady Corcoran,MCN_COW,106.1,100.1,109.3,84.9,108.7,105.0,101.5,76.6,235,6,81.5,6.3
Gavin Brown,DUK_BLU,106.1,103.7,108.2,108.9,108.7,100.5,115.2,105.3,221,7,84.5,5.9
Jack Scrofano,CUM_PAT,106.1,96.5,106.4,117.9,86.5,93.4,76.9,92.5,46,2,88.3,6.3
Bryce Adams,UNI_SAI1,106.1,100.9,108.8,80.6,95.0,109.7,69.7,104.8,46,4,81.6,6.8
Carsten Herman,UTA_WOL,106.1,100.7,106.1,96.7,104.4,100.9,103.4,97.4,362,5,85.9,5.9
Carter Welch,DEL_BLU,106.1,98.9,111.7,114.6,113.6,105.7,112.3,119.3,650,7,80.5,6.3
Chris Bedford,HOF_PRI,106.1,100.8,106.8,106.8,80.8,93.1,77.0,88.5,31,3,84.6,6.3
Henry Brummel,UNL_REB,106.1,110.3,77.1,116.6,89.7,94.1,75.3,105.0,20,5,88.5,5.9
Hunter Paulsen,REI_UNI,106.1,92.0,140.9,102.8,98.3,88.7,126.9,103.1,17,2,79.3,4.8
Peyton Cariaco,KS_GF,106.1,108.5,96.5,108.7,112.8,121.1,103.3,116.9,204,5,82.5,5.0
Athan Kroll,DAL_PAT,106.1,106.2,106.3,97.9,104.7,104.3,107.8,98.8,162,6,85.5,5.3
JJ Thompson,WRI_RAI,106.1,106.6,100.1,96.9,101.2,101.5,97.4,93.8,471,7,84.5,5.6
Makana Quia,HAW_PAC,106.1,100.3,103.6,89.3,91.5,91.7,95.0,86.6,105,3,88.1,5.6
Dalton Olsovsky,HIG_PAN,106.1,103.0,112.4,85.5,104.2,100.9,108.6,92.8,306,5,84.6,5.4
Luke Gainer,UNO_MAV,106.1,100.9,115.0,118.7,113.6,98.9,125.6,119.0,376,7,77.9,5.6
Garrett McLaughlin,LIB_FLA,106.1,106.8,97.6,114.6,107.6,108.6,100.7,111.8,378,8,85.8,5.7
Nolan Foster,ABI_WIL,106.1,109.3,98.1,94.3,103.4,103.6,100.0,94.2,163,3,86.4,5.7
James Trimble,LOU_CAJ,106.1,103.6,95.7,109.7,96.2,99.0,90.4,99.4,199,8,87.7,5.9
Landon Mack,RUT_SCA,106.1,103.8,98.1,102.7,111.1,104.2,106.2,105.7,1074,8,89.7,6.0
Evan Dempsey,FGCU,106.1,103.2,115.6,88.3,111.7,101.5,121.1,93.6,510,6,83.1,5.4
Ethan Marmie,CAL_MUS,106.1,109.8,80.8,105.1,107.2,109.4,93.7,104.3,830,8,92.1,5.9
Andrew Lepine,STE_HAT,106.1,97.1,113.0,130.1,96.6,91.0,99.5,118.1,144,4,76.9,5.4
Cayden Smith,CEN_MIC,106.1,101.4,106.3,76.5,108.2,106.3,98.0,75.3,353,4,85.5,6.3
Anderson Nance,NOR_WOL,106.1,105.9,103.7,89.9,111.0,109.5,107.9,95.7,744,8,88.5,5.2
Braylon Myers,ALA_CRI,106.0,103.8,106.1,87.1,111.5,107.8,109.9,98.3,517,7,86.0,5.9
Aaron Robertson,SOU_UNI,106.0,105.7,105.2,95.1,117.3,115.1,110.1,104.3,1064,7,83.4,6.9
Mario Bejarano,UTA_WOL,106.0,102.3,108.9,102.2,99.5,101.4,100.3,99.9,92,5,80.9,5.1
Jamie Hitt,OKL_SOO,106.0,105.4,81.0,111.3,109.4,107.0,92.4,110.6,419,8,90.0,5.4
Cortez Dennis,NEW_PRI,106.0,108.7,95.9,95.0,112.6,112.8,103.8,89.1,79,4,85.3,6.2
Sam Horn,MIZ_TIG,106.0,98.4,105.6,110.7,103.0,97.0,115.2,109.4,132,4,89.8,6.0
Matt Bedford,WAK_DEA,106.0,107.0,91.0,106.5,109.2,108.2,98.6,106.6,503,9,87.8,6.3
Evan Hoeckele,STJ_RED,106.0,111.4,88.8,104.3,107.0,105.1,101.1,95.0,299,7,85.8,6.0
Keegan Allen,CIN_BEA,106.0,105.7,105.2,96.4,85.7,92.5,95.3,71.5,21,3,87.2,6.2
Nik Toups,SOU_LIO,106.0,91.6,116.4,112.3,94.1,84.6,102.4,115.0,64,1,88.0,6.1
Luke Glenn,NIA_EAG,106.0,106.1,101.6,84.7,104.5,102.9,101.0,84.5,162,4,82.5,5.8
Carson Ozmer,ALA_CRI,106.0,97.7,124.8,89.1,108.7,101.9,120.3,100.4,543,6,82.7,5.2
Nick Wimberly,FAU_OWL,106.0,112.1,83.1,99.6,96.4,92.9,101.4,110.4,21,2,90.4,6.4
Ethan Pooler,EC,106.0,102.6,108.5,88.7,105.1,106.9,101.3,90.7,174,6,83.4,5.6
Dylan Crooks,OKL_SOO,106.0,109.1,89.3,90.0,111.7,118.9,88.4,98.2,397,5,89.6,5.3
Will Rice,RAD_HIG,106.0,93.0,118.5,109.5,99.0,96.0,106.4,111.9,229,5,80.2,6.2
Trace Baker,UNC_SEA,106.0,100.7,95.7,109.1,110.8,104.8,104.1,109.3,773,11,88.4,6.3
Crawford Wade,NOR_CAT,106.0,112.7,89.2,108.5,111.4,107.7,109.0,106.0,1203,5,82.1,6.1
Ethan Phillips,STE_HAT,106.0,101.2,102.5,106.7,105.3,97.6,105.8,105.6,699,7,87.9,5.5
Dillon Ryan,RUT_SCA,106.0,102.5,98.5,107.9,107.3,102.3,108.2,105.3,522,7,85.1,5.9
Edward Hart,DUK_BLU,106.0,105.8,104.4,105.0,109.7,110.6,107.7,106.0,123,5,82.9,5.6
Silas Cowgill,UNI_TEX,106.0,107.8,95.2,83.6,112.4,111.8,109.1,103.5,75,4,85.1,5.5
Cooper Golden,MCN_COW,106.0,100.8,105.1,109.3,103.5,101.1,100.0,114.4,720,6,86.2,5.8
Austin Jones,CEN_BEA,105.9,104.6,99.2,100.2,100.3,100.4,103.4,92.9,159,6,86.0,5.1
Landry Jurecka,QUN_RYL,105.9,104.8,97.4,111.8,113.4,106.9,106.5,117.1,428,8,83.5,6.5
Cole Jones,SOU_UNI,105.9,101.9,103.0,91.6,108.4,105.1,105.2,95.9,233,4,88.4,6.2
Mason Davenport,STE_HAT,105.9,101.5,104.3,85.9,103.0,104.4,93.4,88.4,591,7,88.3,6.8
Bradley Gilbert,WAS_HUS,105.9,110.7,84.7,94.7,104.0,109.5,92.8,92.8,204,4,84.8,5.4
Ryan Hetzler,AUB_TIG,105.9,109.8,99.4,96.1,111.5,108.8,109.2,95.3,448,7,85.1,5.8
Chase Golden,QUI_HAW,105.9,103.2,105.8,87.4,92.7,91.5,92.6,76.8,27,2,83.3,5.2
Kai Francis,GON_BUL,105.9,106.0,101.1,98.1,107.0,109.6,98.7,96.9,256,6,86.1,6.0
Drew Buhr,UNL_REB,105.9,105.2,98.2,98.6,93.2,93.2,87.9,70.9,18,3,87.8,6.3
Taylor Seay,TEX_BOB,105.9,97.1,115.4,96.0,130.1,101.4,148.6,111.4,28,2,86.5,6.2
Gavin Leblanc,JOH_MEL,105.9,94.9,110.3,101.2,107.1,95.6,102.3,90.1,20,1,87.6,5.8
Thorpe Musci,GIT_YEL,105.9,100.3,101.4,88.9,54.5,79.9,52.2,48.6,19,3,90.6,5.7
Paul Schmitz,HOU_COU,105.9,106.3,98.0,92.0,110.6,110.8,104.3,97.4,991,9,87.3,6.5
Sam Boardwine,SAL_JAG,105.9,104.8,95.4,93.9,96.7,100.9,88.4,88.3,145,6,81.2,5.7
Carson Whiteman,GAN_UNI,105.9,102.0,105.5,82.9,80.5,94.6,77.5,94.1,25,3,84.1,6.8
Hunter Possehl,FGCU,105.9,99.5,112.7,112.6,101.6,95.9,104.0,109.4,249,6,84.8,5.7
Landon Victorian,OKL_SOO,105.9,103.0,108.2,86.8,101.8,106.9,99.5,101.3,38,3,86.4,5.7
Brett Selis,TOW_TIG,105.8,112.4,82.9,101.9,111.5,119.5,91.2,109.0,421,5,86.0,5.2
Andrew Kribbs,CHA_FOR,105.8,117.1,82.4,107.4,105.7,110.7,98.9,103.3,963,7,85.5,5.2
Jacob Cothran,UTS_ROA,105.8,105.1,101.5,98.9,100.4,109.7,86.4,93.0,223,5,82.2,5.4
Julien Hachem,NOR_BIS,105.8,96.5,116.0,123.4,91.0,91.0,89.7,108.2,102,5,86.9,6.5
Chase Armstrong,ASU_RED,105.8,93.9,114.8,79.5,104.6,99.9,107.1,89.0,52,4,85.6,5.6
Adam Urban,MIN_GOL,105.8,112.3,94.8,104.1,104.8,114.2,89.9,93.0,217,7,85.0,6.1
Trip DoVale,CHA_FOR,105.8,118.0,73.9,112.9,105.3,104.8,97.3,108.9,141,3,80.4,6.4
Ryne Palmer,CAL_LAN,105.8,116.8,82.6,95.6,105.4,109.6,97.3,100.9,158,5,86.3,6.9
Bailey Thorne,COL_CUG,105.8,112.0,80.3,80.6,102.3,110.1,83.6,98.2,92,4,86.4,5.3
Jace Trautner,LIP_BIS,105.8,95.6,109.9,113.4,104.3,95.9,105.2,104.2,285,6,86.6,6.2
Dawson Park,TEX_BOB,105.8,110.5,86.8,104.3,96.5,102.0,80.1,105.8,29,3,87.5,6.2
Mark Hindy,DUK_BLU,105.8,108.3,90.6,110.4,106.5,112.3,93.2,110.9,375,8,84.5,6.0
Nash Villegas,UNI_TEX,105.8,97.6,110.7,103.0,100.4,95.3,103.7,99.6,133,2,88.3,6.1
Sam Greer,WAS_HUS,105.8,104.9,99.1,87.7,98.9,100.8,91.5,102.6,34,4,84.3,5.9
Nate Nabholz,TOW_TIG,105.8,104.3,101.8,86.0,108.8,109.6,103.9,98.1,546,6,84.7,6.3
Tobey McDonough,NOT_IRI,105.8,109.4,102.4,102.3,117.3,117.2,103.3,105.4,437,6,86.7,6.9
Michael Foltz,GEO_COL,105.8,96.1,107.2,115.9,104.3,97.0,104.6,114.6,1134,9,86.9,6.0
Jay Kennedy,SOU_IND16,105.8,95.6,116.2,109.9,76.8,81.9,82.0,89.3,203,5,86.2,5.5
Bradley Gilbert,STJ_HAW,105.8,106.6,97.7,83.1,111.2,101.0,112.8,84.7,55,4,84.7,5.4
Jackson Mayo,TEX_BOB,105.8,107.5,92.4,104.7,99.7,99.5,95.6,106.5,136,5,85.3,6.3
Nolan Peel,RUT_SCA,105.8,101.2,101.3,111.0,107.0,105.2,101.1,112.7,462,5,86.9,6.0
Ben Williams,SPU_PEA,105.8,95.4,119.9,61.5,84.9,82.3,126.6,90.5,27,2,78.6,5.5
Tyler Jones,BRI_EAG,105.8,112.6,102.9,91.5,65.7,99.9,56.6,81.5,12,1,81.2,6.0
Hunter Cashero,AVE_MAR,105.8,109.5,90.2,100.7,116.8,117.2,101.2,110.3,300,9,84.8,5.8
Preston Watkins,TEX_ISL,105.7,100.3,115.6,78.5,111.7,101.4,112.7,93.1,93,3,84.2,5.5
Drew Stanley,RAD_HIG,105.7,99.6,107.5,106.3,110.2,106.7,100.8,106.7,729,7,84.8,5.9
Tristan Helmick,LAF_LEP,105.7,109.5,92.9,116.7,103.0,102.9,102.3,109.1,676,10,83.8,6.6
Garrett Helsel,SOU_COU,105.7,107.1,98.5,102.6,100.6,101.9,96.1,99.1,501,6,83.4,5.8
Jackson Sorey,SOU_ARK,105.7,104.7,109.5,89.2,85.1,88.9,116.2,49.5,11,2,84.1,5.6
David Villegas,CSU_BAK,105.7,100.7,106.6,98.9,105.8,98.3,107.9,95.7,193,2,88.7,5.4
Luke Nichols,LOU_BUL,105.7,106.2,94.3,115.2,106.8,110.9,90.8,116.4,674,7,85.7,5.8
Mitchell Berger,EKU_COL,105.7,104.0,99.2,89.0,105.3,106.9,95.3,86.6,216,6,88.3,5.5
Cole Cleary,HAR_CRI,105.7,100.4,106.9,103.4,87.4,91.9,90.7,86.0,170,7,84.6,5.1
Carson Baugh,TEX_RAI,105.7,113.0,85.7,100.7,104.5,113.8,88.2,105.0,119,4,83.1,4.7
Evan Borst,GVU_VIK,105.7,104.0,106.0,95.8,95.7,99.4,95.9,79.0,31,2,89.4,5.7
Nate Taylor,GEO_BUL,105.7,107.0,96.8,92.3,112.6,109.6,103.6,85.5,82,5,86.5,6.3
Jack Cropper,NOR_HUS,105.7,97.5,113.7,100.7,84.8,85.2,89.7,70.6,41,3,89.2,6.0
Jacob Vogel,UNL_REB,105.7,101.7,105.8,65.9,110.2,135.3,72.1,91.1,4,2,86.7,6.2
Parker Marlatt,SOU_GAM,105.7,100.4,107.0,105.6,112.4,103.6,114.1,104.5,437,6,84.1,5.5
Niko Urquidi,CAL_LAN,105.7,101.7,106.9,87.2,109.2,107.5,107.3,100.2,384,6,82.6,6.1
Kobe Allen,SLU_BILL,105.7,96.6,112.3,84.5,94.1,90.8,101.9,84.8,57,3,87.1,5.7
Ryan Butler,OSU_BUC,105.7,106.0,92.0,107.5,100.5,102.6,98.2,108.6,549,8,87.3,5.8
Jeb Johnson,MER_BEA,105.7,110.1,89.9,113.0,117.9,117.5,101.5,122.4,964,9,84.3,5.6
AJ Jones,RHO_RAM,105.7,109.2,92.6,92.9,101.2,105.6,94.1,86.7,390,8,85.4,5.9
Will Tobin,PEN_QUA,105.7,104.5,105.1,103.9,111.0,103.2,114.3,102.1,752,7,82.0,6.5
Parker Kristall,WAB_VAL,105.7,115.9,82.4,107.3,72.9,91.3,65.3,75.4,14,4,79.8,5.8
Tavian Ramos,COR_BRE,105.7,96.7,108.9,95.6,65.2,79.6,71.4,80.4,28,4,90.4,6.4
Luca Alagheband,HAR_CRI,105.7,103.1,107.2,99.5,93.3,93.1,101.6,92.7,335,9,84.0,5.5
Baker Green,UNI_WES1,105.7,108.2,105.8,89.7,105.0,103.7,98.3,99.7,15,3,84.0,5.8
Zak Spurrier,KEN_WIL,105.7,102.2,89.5,96.5,112.1,107.4,99.5,105.4,62,5,91.1,6.0
Gabe Maya,LOY_LIO,105.7,105.5,105.2,101.9,109.4,106.8,107.1,103.6,295,7,79.1,5.6
Eric Chalus,KS_GF,105.6,103.9,96.2,104.2,111.4,101.3,116.7,111.7,372,7,84.6,5.4
Tyler Ohlson,SAN_FRA3,105.6,110.7,95.4,112.6,108.3,114.6,92.3,105.6,44,4,80.1,5.1
Colin Maloney,RHO_RAM,105.6,104.3,106.9,90.6,82.1,86.1,104.1,87.2,74,3,84.8,6.1
